9687 27657
3911 6216 71
3671 3508 958
1100 8418 -60
541 8192 -449
2864 5282 -815
9106 5112 349
2148 3568 350
3805 3374 907
87 2918 -894
8247 6516 -15
4229 3973 415
3203 5083 -625
3826 3464 392
4026 8700 -503
7404 8622 -942
2292 9582 -479
5962 5458 -230
6245 2441 759
8865 5805 -333
3534 6866 -431
9325 849 920
3518 2647 -933
2980 4082 -941
1110 481 -914
9550 6165 -874
342 4190 381
4820 9359 -480
1570 8068 49
4483 80 -985
3685 7313 -166
7643 2745 385
9287 6996 -197
2631 6764 851
4805 4891 -208
6022 8000 293
5405 3966 430
697 799 792
6745 2790 -767
3193 3348 -233
5917 4702 187
6704 5449 530
4392 26 -34
5526 6194 -866
8123 5392 441
3626 7291 -143
8751 7307 500
6152 7175 762
3757 581 -120
2193 6857 508
9561 2965 433
8462 5235 -432
4407 9126 -732
2608 653 -440
3484 595 170
8409 8073 130
1219 8696 -903
5125 3619 -988
1888 7112 400
6780 6512 -419
3661 5030 -542
4887 8001 220
8058 7459 -438
897 4356 -42
7991 3278 -393
7625 81 510
5336 6691 79
5676 6919 -624
7273 9247 -700
1885 6533 829
2165 2073 -726
2496 5458 -390
6056 7259 853
4430 1324 521
7569 7964 -529
2786 414 649
4671 517 -482
8365 7869 -887
984 9006 242
1460 766 822
2625 5574 839
919 2797 -895
3276 8099 -163
5806 2356 667
7401 2188 108
6407 6460 -895
6932 1269 320
4165 8905 -503
5811 8693 -897
1411 8740 143
4131 5670 -910
4963 6423 790
8999 3634 758
5280 8271 251
8781 6751 555
2015 7243 -1
1783 6072 462
7887 1404 969
1032 8107 465
2665 4941 -105
7600 7830 -939
2981 9424 -110
7799 679 -341
6550 1441 282
380 3043 866
7253 9263 -977
1372 7238 873
3623 5184 -913
8264 4880 437
7358 6650 -737
6433 5496 146
2196 3371 -190
5496 4677 -628
5113 3703 -358
2771 9002 -149
5311 6954 710
3456 8950 -272
8887 9118 -131
1341 7287 -459
8112 5115 -453
1042 3377 -954
7227 8380 849
2265 3059 -530
372 8112 -345
769 7855 90
7666 1085 865
424 2278 271
948 4507 783
610 8054 985
2946 2418 8
8795 9329 -829
385 7552 200
1699 1250 168
2143 2807 -563
5944 3569 993
7711 9642 432
5058 3930 -789
6153 7642 900
989 1121 361
7994 8637 641
3716 8864 164
868 2533 32
7631 9054 25
985 4054 -708
6568 6132 675
7962 2734 493
8659 8484 771
3695 846 276
57 5719 -229
2937 523 895
7850 9497 581
3423 576 -860
6647 3189 -724
6222 3767 221
4062 4721 309
9634 8604 927
5664 3649 -153
2542 4603 -531
2116 1133 448
5073 616 -5
1201 12 -872
6181 1300 7
6412 4951 505
9100 1185 236
5520 8500 733
8894 8089 -796
1402 5110 5
3677 3862 -856
8891 3118 371
4228 4357 -744
2371 2120 871
8228 7774 -668
1482 4525 -639
2848 8022 -72
1163 5265 703
3831 7299 282
7454 6111 -433
6409 2413 76
7083 5739 825
8301 9413 422
2432 6348 -48
7856 7542 464
4682 4487 -124
8255 7877 72
645 2822 997
287 1235 329
1117 6183 100
4427 9084 414
9536 9548 -149
6717 8993 871
2190 572 92
6407 7750 -454
1752 2583 488
6967 6255 436
8191 9602 -66
2837 1924 349
8263 5697 -994
807 858 542
4135 7775 397
917 6648 823
2131 8265 871
1628 7397 109
1602 88 -698
136 4417 858
6638 3169 -736
9397 8066 -856
4868 6315 29
7671 4221 304
6524 192 194
7529 9568 -100
7323 1646 707
1443 2409 299
3862 7814 -488
466 770 -428
5623 5238 -532
5753 8458 237
8898 2198 -381
72 7493 -106
8008 5447 -282
785 5726 -957
2485 3949 232
1573 8049 756
9342 3455 -461
4139 2809 392
9558 7444 -639
3624 7448 372
5244 3284 879
8177 5224 500
7718 3135 244
3156 4722 -165
4853 8286 317
4280 52 896
485 1467 -643
4 4269 -449
5706 8889 -342
7501 3983 655
7557 3780 316
8480 4746 -35
4953 4214 667
8442 2986 -10
2937 786 -210
3200 9511 -197
9211 3064 -739
3506 6852 -21
7047 7654 590
8330 7455 242
7124 1248 -484
1998 449 -844
7759 8883 802
5989 4738 629
1936 1954 54
7106 763 -754
6747 7513 -862
4520 955 -487
3772 7910 963
1196 3882 500
5854 719 -685
2205 3137 143
4136 1575 -184
7232 3321 353
9150 6314 -446
7228 826 -580
6556 4162 516
8171 2326 161
4947 6802 -80
6146 6551 -735
144 5486 704
8596 2036 -349
5879 5932 483
8095 9383 761
8003 7329 976
8692 9418 232
2164 6499 -962
4418 5041 451
4890 4909 -51
7160 809 -46
5297 5157 693
4002 1766 536
9111 7212 -549
1406 9035 86
7086 6248 -111
7201 6108 -94
5808 5946 365
8062 1466 36
839 4700 744
3450 8427 830
5867 156 -63
8159 1767 23
4419 6175 -496
3243 5587 386
1642 3105 561
468 1191 -852
4791 8695 -473
2995 7176 -713
9089 9220 -328
9474 5119 235
3188 4193 45
4996 2710 993
8453 9684 286
3343 6097 -334
9452 7326 -359
7765 6783 -616
2636 7083 -464
2319 5560 -472
2273 2094 -29
724 2298 163
7859 3236 -572
8217 5309 -694
4066 9242 477
9118 5891 -902
786 6940 284
3522 9285 -706
3218 6614 -103
2524 7272 309
9529 9290 581
9610 3594 -715
9208 3980 -191
3338 5085 168
1980 4052 969
7549 6378 373
1446 8417 12
2124 3170 -583
811 5962 -215
7793 5897 -328
5024 8111 579
127 5939 143
2306 3308 71
9588 2370 -431
1512 8003 -327
1287 2914 -356
4087 9393 732
2303 109 813
3340 7857 610
6709 7324 198
6032 7746 -918
2934 9170 785
3666 3325 96
1363 6981 -167
6970 9567 -524
3463 7545 447
7574 2933 -257
5454 1903 942
9335 2008 155
3104 2212 621
8920 7357 -225
5601 4135 340
6238 884 168
9681 9553 -755
8040 7003 -630
5520 8143 -310
6475 3258 365
6275 7065 435
9273 2180 598
5443 6056 572
8927 4659 239
6502 7446 426
1812 1230 208
258 7858 -712
3277 572 -744
6984 3323 -808
2439 4619 -126
825 1509 -650
716 1178 600
1374 702 671
5702 3834 33
5964 5617 320
9148 4158 -254
8967 5118 726
7249 5925 388
4946 866 -923
702 7726 -434
4079 2397 168
3818 9309 188
7664 3684 -709
6549 2217 983
5773 5727 151
3240 2647 153
8857 3396 -643
5167 3848 -111
5650 9063 33
5745 2970 418
1977 1710 -462
6018 3005 -372
503 7638 -174
4022 3603 536
6318 4267 841
2011 4293 859
3341 2512 -161
2107 3028 -847
8748 3867 -62
69 8616 -218
8476 4832 -586
8749 8764 946
5547 326 224
3440 4342 321
1977 1045 527
5469 3526 -677
6823 4796 -447
8046 2414 836
2577 7074 -539
1127 3210 418
3180 4927 -101
5611 2087 237
4576 430 -300
9335 1327 425
549 20 -39
9535 6433 -342
8972 1699 -385
9394 2421 133
4859 843 -278
336 7433 -249
2084 3489 -242
5854 465 970
9397 9164 -971
6652 8533 -491
9659 4127 178
7646 1478 -851
8126 8672 821
3759 7135 230
2213 9261 27
384 3711 604
7607 5340 -210
1079 6680 -890
5520 8122 -10
1690 6731 128
1504 9537 105
8700 100 -34
7012 8945 556
9255 2086 670
2885 8009 -940
210 2818 -348
8951 6369 141
4030 4655 226
1934 8540 -523
9172 8057 -554
2089 817 384
8031 2926 469
8921 732 -978
3814 4902 302
9084 980 603
4865 7362 633
4527 2978 -530
2708 2661 -883
4838 2983 82
745 5578 989
9095 3670 758
4143 8082 69
4528 7053 59
6 7810 -282
9339 1369 -853
8022 3270 -219
8572 349 -618
2260 9564 -18
3542 3690 513
2199 8745 921
7553 4444 -665
9509 8933 -367
4210 7275 -815
4016 6997 163
3002 9006 481
100 696 214
6679 6216 527
8715 3760 182
7438 4766 682
6538 7319 196
4634 8663 729
675 7342 -905
8181 626 780
4387 1839 274
776 755 -737
2086 877 258
8981 5466 176
3286 6274 381
618 2587 759
8018 5515 -410
3584 7515 -432
4374 3181 529
3371 5870 761
3234 7929 491
4958 6817 471
1223 8221 -894
3856 8480 515
5290 7831 -407
7445 6927 -25
4630 6914 -716
2068 3296 571
2667 9662 41
3766 7730 -790
8812 3936 -977
6567 4414 224
3600 7211 995
6372 4327 566
2622 2218 -997
2443 7144 182
7776 5811 -131
1170 3146 260
3322 2179 -871
6846 3333 706
6369 494 -483
4093 7891 476
7123 1552 -676
5805 713 804
849 5854 96
3454 6988 143
8656 5380 50
2840 8207 160
1636 3517 841
215 1598 -131
3653 2545 -358
6860 2334 -646
3497 3347 895
5653 6529 -758
3350 7555 760
9260 3105 -568
205 3485 -232
5358 1525 262
6103 2266 776
2852 7698 48
8509 7823 996
660 2102 113
6570 5093 -950
5451 9559 70
9259 7210 -834
6631 4286 -127
7483 950 -970
6479 6841 541
6177 8532 453
8783 2096 -966
2564 372 -418
8329 800 778
9302 3669 -637
4104 6239 524
6301 2741 -704
3782 1098 -623
2649 758 -254
3923 4416 -340
2283 9515 -800
8826 2748 934
7808 3435 -757
4395 4184 -571
2489 6641 -216
2340 7003 -855
3727 5680 -4
1910 2031 -200
3613 1918 -801
1391 6929 -779
9127 144 540
8835 5699 -14
2936 8577 -998
9507 1092 -661
4032 7597 -78
205 3241 -911
7254 2898 -195
2699 558 887
3049 8415 370
5627 675 313
6732 3081 705
4423 3193 715
9429 6204 -321
4380 122 -440
7884 605 -972
3370 301 -91
7996 3429 -646
7090 1308 -88
8651 4758 -650
4362 456 -306
6785 1508 -152
981 536 832
7884 5610 -704
1891 2435 297
9023 3545 265
9539 8189 -875
1101 7961 212
2258 8032 -574
8720 888 781
8297 1429 -679
5824 2451 632
8205 571 -646
1939 975 499
7838 4616 -975
505 4123 140
6579 8766 -852
7248 1603 -250
1135 7832 695
6409 3836 -830
3267 4652 -541
467 5832 -642
5585 4687 574
5374 4290 75
1719 7248 -160
6542 3871 829
2006 9606 -621
5781 1995 -908
5103 3210 380
5672 4804 -710
641 5191 824
7906 6005 798
1120 2365 -593
2610 8671 -174
7834 6160 306
3094 2186 -319
658 6301 -652
865 8540 575
4026 2732 -354
9020 5941 715
5740 1350 883
6046 9139 -707
1390 4934 -988
3774 8928 757
4882 3039 856
9138 3687 506
1799 6179 525
422 4009 -404
2468 1795 -485
8760 5181 -704
4837 3913 997
1267 9431 -749
1102 3306 858
3334 5612 -724
6861 956 526
7048 1963 601
5649 1116 503
6307 6155 591
4050 1345 976
7558 5577 -850
2784 8851 -112
2381 2257 889
6121 7518 -868
3132 4691 -158
9538 3455 545
3886 7678 304
7883 1608 174
7871 5455 -244
2319 4540 -175
1917 4583 -734
7470 6652 165
4560 7648 912
5198 2227 604
8610 5663 875
3253 5010 711
7413 1209 220
1144 2530 857
4563 4182 -432
8418 8351 -398
1468 9106 10
4012 2133 971
4825 2303 -863
831 1555 -652
3119 6985 -803
7189 7343 988
6665 3489 -559
8644 5160 240
3819 9519 -329
3493 3917 130
2354 8989 866
2475 112 -854
6802 4609 -593
7930 685 533
1466 3125 -160
8513 3362 769
1583 3889 -533
8302 2893 -109
8465 9264 -428
4415 6938 806
284 108 -951
1578 3552 816
7224 4561 748
8799 3455 968
2961 4394 -595
953 3078 48
39 6162 684
7243 6776 -665
585 728 -211
2563 8894 338
6878 5237 -948
8020 4293 -520
8641 4519 -23
1928 2428 114
1129 2142 715
1173 4447 809
8216 5302 118
2056 6360 -689
1821 4679 -590
5948 9143 648
1630 2833 -565
240 3588 208
5327 3461 732
9182 6755 -465
4489 9315 162
3137 4729 931
7177 4456 122
7277 6600 -603
2740 9520 807
6186 6031 479
7492 8999 -441
7399 4205 -701
8348 2966 596
2390 1680 -535
8989 8382 -54
2776 1927 -192
503 7937 -389
341 7740 -906
5904 4598 836
2677 9635 321
113 7520 -746
659 3486 -323
7022 2341 -337
8876 393 -152
4301 4385 -837
7449 4825 638
9002 9470 29
7701 5955 -694
472 6515 -840
8101 4494 -64
7048 249 622
9477 8670 924
3582 6768 298
1047 6986 817
578 3231 -150
2783 244 913
2999 3763 -816
1119 581 860
947 6328 -608
2256 1454 -429
3056 7075 295
142 6740 -959
1433 3928 202
7612 6100 -972
289 8600 59
9529 9276 94
4415 1946 -248
5682 9125 -559
5832 5328 680
793 8589 273
3746 4487 -702
7616 3348 590
6515 7952 -461
1986 8903 -265
457 5686 -306
5658 8528 224
5625 2965 111
4361 710 -325
5682 9374 157
620 5932 159
2175 1791 521
9657 1029 59
975 2320 -699
3527 2527 908
9664 8375 -375
130 8161 498
2051 9167 375
1449 3029 932
3348 7004 -822
7147 133 -273
2721 4558 -876
8447 5292 227
7751 288 478
8473 6441 345
9638 2353 717
7554 8391 694
1931 6830 -692
3796 1745 962
1284 4126 -480
9248 1066 4
5722 7471 848
3804 9295 768
5215 1581 321
6438 1487 6
268 7925 -140
3745 2758 -435
8875 6738 -302
7936 8044 -73
1450 8192 990
4664 8256 -741
3823 4406 -631
5799 565 -631
1481 8635 -446
8442 4622 -95
8856 3532 -131
3729 4416 -207
6942 1953 -101
6457 6793 -820
7623 3977 -736
6265 8806 387
114 6226 487
2308 837 318
7204 9192 -921
5939 3973 446
628 1290 -72
2290 1701 -354
904 3663 909
5016 344 -502
351 2617 736
9249 8713 224
2698 7101 -110
7899 4709 -256
8200 7152 -730
5636 6323 -469
5175 1348 353
7140 3735 -382
7721 6280 404
6760 2718 -687
8856 7489 783
190 391 -445
9084 1206 -425
6070 5050 -201
7728 9227 -318
8881 6503 513
8109 8184 -277
8950 8838 293
7508 6923 -572
280 9112 -381
1031 2041 82
2817 5908 150
4568 7174 -342
4301 4689 931
9639 3850 485
5890 8405 775
5076 3828 -554
1160 7746 15
2429 5680 723
9675 3268 -427
5182 7251 430
3204 2374 244
697 1130 884
553 1630 -577
6499 846 -24
432 2568 640
25 314 -635
1486 1220 -247
2107 5274 337
8879 2321 -65
2305 9223 -969
9145 2364 164
7887 2871 -224
2081 1625 185
328 4825 961
1504 964 -306
3899 335 -330
8562 5061 -94
8635 6008 -960
2927 7384 -261
3293 2363 -730
4721 8146 -53
1108 4567 58
2934 914 128
5611 7780 616
9633 1940 -772
8615 4926 -526
8387 2699 629
2452 7842 287
4983 2595 -386
8335 6513 -53
3645 3299 -554
5118 6083 -444
9104 6319 815
6711 3811 -292
1941 3895 -880
7589 3711 -964
2652 4072 486
7192 263 190
758 3552 111
6832 8786 751
9521 7143 886
4472 6234 240
4972 2007 -561
4669 442 488
6162 2254 348
9498 4832 323
5719 4254 454
6938 7351 -558
6107 8396 643
8992 3219 -398
3526 4018 560
7163 3818 -724
75 8605 645
1971 3615 -443
1458 3 -287
8701 1738 187
1330 2425 564
7526 4783 758
1066 2455 435
524 2587 844
5232 465 220
6018 346 867
195 8510 -791
3775 5647 186
4513 229 631
5395 4836 672
457 1226 42
1309 7794 910
6733 8845 745
4983 4520 907
5351 2604 -528
2303 1428 -524
7644 4936 -194
2200 4576 -113
7727 6373 -768
3984 9387 -128
4733 7471 127
5369 7881 -185
5215 1812 124
5591 8759 -616
2276 7678 605
5854 6848 -742
2428 8249 310
7584 8646 458
3 6558 -5
547 3202 -29
4255 7658 -590
3601 1985 607
9385 7204 235
1614 5477 961
9485 1430 -475
1132 7628 491
5245 126 811
1621 7508 298
7971 5704 -841
1926 4562 -863
6766 6616 -34
252 4960 -15
6151 5287 815
6882 4743 291
2145 2080 34
7783 2059 727
9544 3615 -114
6633 1935 -423
3251 5695 -363
6492 9540 -680
2956 7868 105
2798 4906 -317
2871 8023 485
432 4612 -387
1218 3361 -798
2277 3342 -5
105 6931 256
1830 4641 954
2267 1615 -700
6166 9137 935
4695 5092 -113
1060 8465 -239
7845 9056 53
3225 9071 -751
1157 7055 -449
5306 8141 -406
9016 803 501
6980 3667 808
4404 6087 184
7595 4181 -268
8701 362 895
5194 516 -670
4590 3944 971
4441 3775 -245
3498 2254 -382
4994 3917 -246
4484 5041 402
5178 3135 -110
4359 6192 49
3375 4129 -472
5800 4341 358
2931 3850 526
2396 5432 324
7343 3051 813
3731 9248 229
7606 2990 607
7389 8643 19
2248 2695 -252
4291 4003 -847
4396 4411 -289
9533 8104 -142
2858 9188 699
6995 2115 -603
2685 7620 326
7610 670 -524
8435 7159 462
4848 458 -772
3014 2130 -189
1515 894 3
5126 5441 -890
8152 7945 -311
1210 5256 -360
2388 1630 853
5404 6155 -259
4107 4779 785
9376 4692 76
5490 329 243
1094 3796 -652
8014 9338 -880
7948 1461 -469
2116 251 -445
6808 9181 142
5312 4366 549
5104 8324 -952
4492 2009 622
3239 8045 -658
5009 6 -70
6428 7063 874
6223 4664 -990
2675 5340 -60
1133 4338 -552
4150 5272 516
5435 2974 876
6408 1050 868
3023 2031 219
3673 5071 -277
4049 4511 -435
2211 1788 -57
6272 4828 689
3630 2040 -829
6195 223 -374
3731 676 -184
6669 3134 698
8106 7367 -106
7870 3321 282
3735 2252 286
5856 2377 460
12 9302 630
8053 8014 165
7177 247 775
7788 2425 831
3125 2223 -442
5673 5236 946
3435 1375 -730
4239 4655 726
1707 2343 523
4814 4850 834
1173 2507 -881
5483 3155 -128
9600 1495 -130
4561 5749 218
16 8677 399
1005 4479 -619
4782 3319 -675
2934 2546 -326
2809 8848 668
968 7803 -923
8371 2209 -332
7077 2307 500
2403 4462 -74
8570 1727 -918
6861 3518 233
1626 8739 362
6451 1717 22
7176 8349 -112
6973 3352 540
1559 8909 -654
1976 609 665
3641 5552 514
5337 5045 -675
117 9015 811
4444 5724 508
4800 2304 -966
4388 1609 488
6175 8072 -630
1452 320 766
9505 9677 -455
7021 1607 605
7098 7140 853
3555 4045 -805
6647 5938 -994
2394 9453 780
1148 6210 848
5006 2361 376
330 1238 152
388 8849 117
5377 4437 83
8558 8124 -670
5138 721 -960
4941 794 -533
5873 8878 800
7062 2301 291
1314 8263 773
8362 1838 -437
449 1574 84
3653 2397 266
2483 3583 45
8528 8684 -371
5796 8501 -500
930 2823 530
8931 2648 695
2901 4237 260
9089 1272 -714
83 8164 -703
8278 5476 -149
7582 3193 385
6557 8042 -657
2148 1837 -900
3708 1213 985
1742 5416 -442
6485 5519 -826
100 5068 -904
7770 461 -895
8987 5444 -469
870 1380 675
292 8187 721
1337 6126 318
8710 5124 404
1804 8804 -264
6470 2271 -263
4289 7864 94
2979 9064 763
8800 929 -848
7583 8415 -910
5618 3658 -366
7072 8946 -476
152 5889 -847
5701 6923 275
3242 2711 115
3179 3499 855
7783 9197 132
8914 560 29
3946 3655 -594
3704 8537 -926
4324 9285 98
3620 1105 365
4666 4936 363
4548 5137 -514
9684 9005 196
7842 9494 831
2419 607 -227
8757 9083 -363
7306 8843 953
3791 6115 -520
1540 8813 84
7068 9586 -149
5334 7566 -232
7701 7102 -273
5548 4810 -909
1353 5717 657
2200 1136 -499
852 7381 -640
3076 9367 343
1974 5117 -398
375 964 552
7122 2846 -175
6538 4571 -460
4567 5855 58
1824 1072 -875
3340 1295 866
710 4573 -22
7191 547 640
3940 6100 804
3594 6233 174
6571 438 573
2102 9193 -330
1612 7011 -740
692 3884 907
7986 226 696
7110 2665 858
1983 9280 -222
708 9290 612
9426 7825 748
7089 3504 851
4088 5694 -610
2247 4609 909
3397 3309 450
5980 2561 965
960 6204 211
2147 6903 -448
210 3341 -744
3564 6937 -857
9381 2684 136
6707 1671 -77
6663 704 -729
9625 397 31
2372 8406 587
6446 3696 144
8220 7049 861
5770 8632 -265
1906 2290 122
5964 6223 698
2738 4650 -571
4904 5497 95
4684 7372 403
6555 5169 -273
5629 6998 -59
118 6979 -182
7728 4474 216
5217 7351 101
8696 4124 362
3981 6169 -870
3304 8612 734
3685 2217 -391
6330 7419 161
6573 4974 426
1990 9556 -622
1376 1140 -819
9650 4417 -237
8566 1720 -971
8652 8796 420
1549 8054 429
5399 1577 -670
6066 73 -689
7029 2952 475
4586 8488 111
9151 534 -480
7253 225 -999
1388 5193 -366
5977 3755 165
5505 1570 278
1207 1954 706
8574 4221 47
471 1917 190
3156 6517 130
7897 9115 -92
2052 3364 645
9247 1307 825
4037 2201 742
4243 2507 138
4831 3059 553
9511 18 -243
490 4443 -572
748 666 -877
365 1242 -983
6780 2864 928
1451 8084 -418
7920 7786 195
5881 7636 -813
8099 1504 -430
7416 6443 -339
2584 3638 729
8387 8621 -170
1886 4966 -902
9505 7899 769
8428 9092 -124
3258 7915 -410
4713 4997 129
8960 7443 -501
7240 8916 60
293 964 -665
462 3521 606
3575 2723 158
237 1149 -353
2570 1096 -440
3087 149 -84
6245 2978 -594
8970 7893 806
3394 2475 479
6433 5333 573
5593 4820 -119
761 2104 -564
3177 6843 392
276 6814 713
8638 6412 -464
3844 9305 863
896 4625 921
5462 7671 -525
4988 2036 -260
1361 9595 -219
4884 5963 -208
1246 5063 664
3345 8 645
1538 3861 353
2224 1172 713
4759 7092 -473
2717 3471 -276
4913 5029 676
4512 2293 688
8212 7026 852
943 781 -625
2959 4437 -3
5950 5602 -224
4044 3482 -359
1670 9463 -897
5157 5643 784
204 1916 512
5750 6461 690
4191 1574 960
6526 9254 -173
8306 7466 555
6652 672 612
960 3105 -939
8628 4557 -238
6010 3607 -561
6374 4084 27
5489 1780 -868
2252 4525 -615
8934 661 11
6657 740 -923
98 6076 -127
4833 6 132
4905 5553 719
1753 3956 266
9401 4317 -494
6969 6204 152
6336 4167 -242
3525 8074 435
5230 7385 -182
8893 4820 -860
4399 1725 -652
8225 1759 132
3519 8059 17
7147 2893 252
6833 3611 626
7964 9434 356
7036 7549 821
7188 6068 -27
8294 608 -72
8309 5865 437
9260 6781 -898
2764 3997 -532
5318 6154 -867
1474 9268 257
8810 9229 423
8994 9356 810
7730 6167 952
7402 5057 -175
1891 8790 -265
551 2130 -198
6795 5035 -511
9358 200 462
8012 3081 -726
977 3409 -708
8191 1921 -407
9059 5942 494
5287 5473 273
3448 8590 -766
1749 9398 64
5974 493 415
5755 8753 -74
2015 7508 346
5198 7483 -299
8123 7179 -38
6162 5460 350
9209 964 698
1390 3695 146
7810 6133 54
3763 3785 618
4685 2246 -899
4479 7706 476
5887 5953 -554
1018 8437 -95
1431 4904 -318
3891 7827 -955
1027 3922 -785
1172 1775 36
6775 2357 696
6965 71 531
3284 7457 775
250 6254 -584
423 1834 896
1358 7429 -899
162 8656 -3
5736 4066 -545
8328 4868 -682
8250 3407 -739
2054 1617 592
4877 9055 -786
5577 4485 -672
6209 8465 432
143 1895 942
6448 452 -542
9075 1660 -215
9349 7175 -532
9415 5801 -491
5883 5340 -503
5718 1263 413
8038 677 982
2772 4208 826
6390 1880 6
8040 3419 612
7408 8903 -677
7532 8104 -368
8664 1560 -752
7979 1817 -375
3120 8014 283
4226 826 598
7542 3217 -599
6011 9004 48
3543 8771 358
1511 6678 435
2343 2924 -501
4675 901 -490
2687 9610 -178
4445 8358 -385
1333 6216 475
2739 9203 800
9393 8395 -260
6068 745 483
4304 2920 201
2155 5095 -864
4300 787 -315
8825 6584 -829
6023 7434 424
176 354 -477
5569 3562 799
1043 4550 66
937 2623 -871
9433 5172 -74
9385 2791 701
316 6100 943
6860 9147 -872
4185 3085 269
3433 2804 -578
7561 5885 -670
7004 6459 -517
6264 47 -980
1800 9469 732
8443 518 489
1472 28 -137
1688 4275 -454
7437 6285 -658
9454 6204 144
5428 2887 -423
9102 3727 197
5722 1180 -960
1622 7924 -755
2625 5779 489
1751 4326 137
593 3092 -815
486 9516 647
4715 9048 -279
1844 6300 983
4949 615 928
1584 3238 -831
8543 1746 -75
7268 6548 719
483 6728 -754
7013 9054 225
585 2293 740
9025 3712 471
7802 5043 -438
207 8864 -372
6231 7436 82
5123 6374 991
1389 8060 -601
309 4289 -369
6975 7730 718
3905 4566 234
8543 8439 -650
6614 8923 754
1522 228 -89
6163 9491 299
3968 8278 661
3219 9141 -456
7729 709 -935
6162 8356 668
4028 1824 -639
737 1707 -532
6009 8499 -727
471 2316 688
7491 979 955
9295 2922 245
4827 7253 22
3132 5766 813
2128 3939 737
6905 799 91
763 2748 839
6792 9553 600
2626 1637 -479
5173 5810 -906
2314 1004 320
7626 4091 217
5140 4373 -516
9457 6459 841
3819 3105 -898
2840 3637 -748
1007 2286 -115
4590 7555 597
4574 3390 230
5092 5968 522
8542 2919 -765
1312 4630 -356
4364 6976 -588
7908 3350 650
9309 6164 655
1055 6547 -781
8772 3033 -20
5514 9534 -976
3223 1181 -512
5685 9093 -345
6608 1584 -724
9552 5112 477
8671 9605 744
4924 2061 94
3205 3518 -181
5158 4322 870
894 7046 -20
6021 5224 -749
4335 367 -243
98 6889 297
619 7241 -913
5904 8596 -855
2299 9294 -385
9311 9422 -443
3674 16 45
3152 5685 135
8551 7235 132
8401 8980 -197
6408 2378 776
6403 8258 282
4476 678 -609
5411 6739 461
8244 3666 957
8590 2442 -93
8599 4548 595
2088 7614 736
1847 2070 -765
618 2842 699
8673 2803 -446
3156 1323 546
8935 8883 -586
636 5601 -418
2465 7837 -183
3558 2742 -663
5081 3751 -397
4512 2819 397
7671 2306 639
670 2368 -132
9486 8305 -586
7000 7879 564
6047 2983 -754
329 9283 662
3213 9231 -334
912 7590 -911
4911 163 70
8358 301 763
6538 6534 413
1580 2949 -559
751 7417 59
7933 6965 663
7564 4999 770
1842 6002 -179
1306 7818 154
1186 3794 -244
9616 8091 318
7044 9129 250
8687 3262 -217
2103 2005 -189
7125 4689 504
4897 3102 -525
6171 2060 -271
7830 4140 -659
8294 6216 664
579 2184 -181
6482 5964 670
1420 3365 766
3078 1691 -556
988 1885 -36
5938 2874 -949
5600 1440 -911
6091 9471 -129
1870 6290 551
5601 3560 428
2583 1648 214
244 5028 445
2142 7680 840
1913 4140 -151
7633 8444 947
5453 6467 407
4127 4851 518
3897 3825 843
5181 608 -495
1911 9011 -112
3992 7466 763
9578 984 890
1028 742 735
7566 8806 745
4047 4490 955
740 5033 973
7246 4173 -498
9642 8270 -992
2596 98 474
2424 5840 489
5478 3998 -376
7036 6826 -599
1340 3836 556
2041 5431 -510
2961 9443 385
9601 5877 80
476 9266 -259
1814 6797 -911
3463 4545 -770
8133 5413 -158
180 1548 274
612 7599 587
2136 4781 -604
3311 8191 591
7616 2477 -970
4088 1686 -312
9530 1055 961
6404 4883 -246
4110 5939 -806
822 4861 110
4314 2237 647
5376 1858 843
4762 5590 511
968 2439 -765
9018 6450 -286
3750 4419 882
7516 1595 -231
8922 7239 -474
3036 1194 472
3417 5446 -698
3628 3707 31
2367 1996 328
4701 5064 714
1138 1443 10
7007 5509 659
3495 8167 -557
2510 5792 -553
3634 6381 340
2540 2833 435
7323 9088 -102
7489 3967 338
4281 5041 -873
5429 5561 927
6370 433 -10
4399 1901 -164
5502 319 -912
6773 511 -177
1729 2565 143
5218 9514 754
8533 5279 -198
3237 6936 74
9051 1767 927
4872 8595 828
3913 4842 -23
6824 2773 129
6094 5908 -801
2332 8753 250
8688 1260 -889
252 745 -317
3307 1769 762
2848 3791 110
3043 460 -203
8516 2948 -900
4587 3528 26
7282 5681 301
9146 3511 55
6365 109 233
7601 1592 -931
4484 1484 773
2916 4676 -653
3819 6283 386
4527 6626 -640
4825 5922 541
46 6716 -490
5816 7977 783
7296 9609 -669
1116 466 -603
3441 1019 141
3832 8904 27
8467 9013 944
2560 6052 351
1968 6489 569
4099 7295 -592
5095 2892 -70
2517 9000 -144
8398 1384 257
2865 7564 -649
6588 8678 -241
1559 6559 -379
7290 7881 240
3931 1493 174
2519 3612 202
399 4046 661
3544 5759 -280
1144 8442 665
7604 1303 837
6451 104 240
2740 5606 462
2865 8905 435
5723 3288 229
2784 40 -361
6378 5941 -108
8983 4837 963
3665 4556 -764
496 2372 -165
7957 3473 -542
8633 1551 471
7359 1200 389
2923 4788 111
5521 1467 -999
796 3329 920
5773 1519 -861
35 1878 14
2095 6381 668
6854 7920 32
1682 4480 874
9680 8116 -328
6134 9269 -584
5871 7099 -320
5255 5043 569
1369 7827 514
1912 2430 -312
1054 2363 671
2798 2595 404
809 2918 -598
2121 5898 44
1459 6072 886
